q,n_patterns,dim,temperature,alpha,schedule,R,update_method,learning_rule,avg_overlap,std_overlap,interference,energy_diff
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-06,exponential,4,montecarlo,local,0.8237244897959183,0.062209863844223834,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-06,classic,4,montecarlo,local,0.8170918367346939,0.061405451103623374,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.8053571428571429,0.0691702962504999,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,1e-05,exponential,4,montecarlo,local,0.8012755102040817,0.057818189564917764,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,1e-05,classic,4,montecarlo,local,0.8040816326530613,0.06447372894661477,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,1e-05,logarithmic,4,montecarlo,local,0.821173469387755,0.06533252415938201,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,1.778279410038923e-05,exponential,4,montecarlo,local,0.8198979591836734,0.06125849395838218,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,1.778279410038923e-05,classic,4,montecarlo,local,0.8247448979591837,0.0701697568259378,0.6093537414965984,-11.142857142857139
0.75,10,"(28, 28)",0.008408964152537146,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.8104591836734694,0.060120250351197904,0.6093537414965984,-11.928571428571445
0.75,10,"(28, 28)",0.008408964152537146,3.1622776601683795e-05,exponential,4,montecarlo,local,0.8331632653061224,0.05382834410331254,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,3.1622776601683795e-05,classic,4,montecarlo,local,0.809438775510204,0.06210097529718279,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.8341836734693878,0.06719409061996497,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-05,exponential,4,montecarlo,local,0.8170918367346939,0.06979780177074577,0.6093537414965984,-13.770408163265273
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-05,classic,4,montecarlo,local,0.8066326530612246,0.05120883572499839,0.6093537414965984,-12.000000000000028
0.75,10,"(28, 28)",0.008408964152537146,5.623413251903491e-05,logarithmic,4,montecarlo,local,0.8114795918367348,0.05508609463141259,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0001,exponential,4,montecarlo,local,0.821173469387755,0.06528270067876611,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.008408964152537146,0.0001,classic,4,montecarlo,local,0.8354591836734693,0.061195252372655023,0.6093537414965984,-11.051020408163254
0.75,10,"(28, 28)",0.008408964152537146,0.0001,logarithmic,4,montecarlo,local,0.7941326530612244,0.07749435698443782,0.6093537414965984,-12.066326530612258
0.75,10,"(28, 28)",0.008408964152537146,0.00017782794100389227,exponential,4,montecarlo,local,0.8301020408163267,0.0702267701828325,0.6093537414965984,-11.137755102040813
0.75,10,"(28, 28)",0.008408964152537146,0.00017782794100389227,classic,4,montecarlo,local,0.8119897959183675,0.07335281639198594,0.6093537414965984,-12.000000000000028
0.75,10,"(28, 28)",0.008408964152537146,0.00017782794100389227,logarithmic,4,montecarlo,local,0.8158163265306124,0.07581982852350988,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,0.00031622776601683794,exponential,4,montecarlo,local,0.8168367346938774,0.05500747743650432,0.6093537414965984,-11.15306122448979
0.75,10,"(28, 28)",0.008408964152537146,0.00031622776601683794,classic,4,montecarlo,local,0.8275510204081634,0.05656366454364128,0.6093537414965984,-12.051020408163282
0.75,10,"(28, 28)",0.008408964152537146,0.00031622776601683794,logarithmic,4,montecarlo,local,0.8346938775510205,0.07018598485313325,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0005623413251903491,exponential,4,montecarlo,local,0.8107142857142857,0.07042664649437134,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0005623413251903491,classic,4,montecarlo,local,0.8114795918367348,0.07034019567689152,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,0.0005623413251903491,logarithmic,4,montecarlo,local,0.8160714285714287,0.07751450872507974,0.6093537414965984,-1.3214285714285836
0.75,10,"(28, 28)",0.008408964152537146,0.001,exponential,4,montecarlo,local,0.8096938775510203,0.05827504475601987,0.6093537414965984,-11.142857142857139
0.75,10,"(28, 28)",0.008408964152537146,0.001,classic,4,montecarlo,local,0.8313775510204081,0.06715970029420047,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.001,logarithmic,4,montecarlo,local,0.8150510204081634,0.06178790504887692,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0017782794100389228,exponential,4,montecarlo,local,0.825765306122449,0.05440376243358951,0.6093537414965984,-12.040816326530631
0.75,10,"(28, 28)",0.008408964152537146,0.0017782794100389228,classic,4,montecarlo,local,0.8186224489795919,0.06607536825382979,0.6093537414965984,-11.173469387755091
0.75,10,"(28, 28)",0.008408964152537146,0.0017782794100389228,logarithmic,4,montecarlo,local,0.811734693877551,0.06423102630109373,0.6093537414965984,-12.01020408163268
0.75,10,"(28, 28)",0.008408964152537146,0.0031622776601683794,exponential,4,montecarlo,local,0.8112244897959183,0.07736786911898029,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0031622776601683794,classic,4,montecarlo,local,0.8221938775510204,0.05739569156518397,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.0031622776601683794,logarithmic,4,montecarlo,local,0.8168367346938774,0.07502602630470123,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.008408964152537146,0.005623413251903491,exponential,4,montecarlo,local,0.7936224489795919,0.08250056794321946,0.6093537414965984,-12.581632653061234
0.75,10,"(28, 28)",0.008408964152537146,0.005623413251903491,classic,4,montecarlo,local,0.8209183673469388,0.05675432783157151,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.005623413251903491,logarithmic,4,montecarlo,local,0.8295918367346939,0.0601824589326658,0.6093537414965984,-11.15306122448979
0.75,10,"(28, 28)",0.008408964152537146,0.01,exponential,4,montecarlo,local,0.8188775510204082,0.057655318720476106,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.01,classic,4,montecarlo,local,0.815561224489796,0.06642506417275047,0.6093537414965984,-11.897959183673464
0.75,10,"(28, 28)",0.008408964152537146,0.01,logarithmic,4,montecarlo,local,0.8209183673469387,0.05631691725121073,0.6093537414965984,-10.637755102040813
0.75,10,"(28, 28)",0.008408964152537146,0.01778279410038923,exponential,4,montecarlo,local,0.8127551020408162,0.06524032080361757,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.01778279410038923,classic,4,montecarlo,local,0.7969387755102041,0.07955094449269161,0.6093537414965984,-12.030612244897952
0.75,10,"(28, 28)",0.008408964152537146,0.01778279410038923,logarithmic,4,montecarlo,local,0.8130102040816325,0.06263313599936167,0.6093537414965984,-11.142857142857139
0.75,10,"(28, 28)",0.008408964152537146,0.03162277660168379,exponential,4,montecarlo,local,0.8290816326530612,0.06293321331201773,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.008408964152537146,0.03162277660168379,classic,4,montecarlo,local,0.8198979591836736,0.05974182619893988,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.008408964152537146,0.03162277660168379,logarithmic,4,montecarlo,local,0.8198979591836736,0.061997668938188824,0.6093537414965984,-12.030612244897952
0.75,10,"(28, 28)",0.008408964152537146,0.05623413251903491,exponential,4,montecarlo,local,0.8341836734693878,0.06169040408241566,0.6093537414965984,-11.132653061224488
0.75,10,"(28, 28)",0.008408964152537146,0.05623413251903491,classic,4,montecarlo,local,0.8224489795918368,0.05943603830081791,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.05623413251903491,logarithmic,4,montecarlo,local,0.8168367346938776,0.06000919685172296,0.6093537414965984,-10.000000000000028
0.75,10,"(28, 28)",0.008408964152537146,0.1,exponential,4,montecarlo,local,0.8346938775510205,0.05878206454384407,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.008408964152537146,0.1,classic,4,montecarlo,local,0.8160714285714287,0.07267901465470396,0.6093537414965984,-9.959183673469369
0.75,10,"(28, 28)",0.008408964152537146,0.1,logarithmic,4,montecarlo,local,0.8232142857142858,0.06507902558437763,0.6093537414965984,-11.142857142857139
0.75,10,"(28, 28)",0.011991299528118345,1e-07,exponential,4,montecarlo,local,0.8176020408163265,0.05850964262310429,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,1e-07,classic,4,montecarlo,local,0.8239795918367347,0.050080630530698715,0.6093537414965984,-12.025510204081627
0.75,10,"(28, 28)",0.011991299528118345,1e-07,logarithmic,4,montecarlo,local,0.7982142857142858,0.06493286588510715,0.6093537414965984,-13.892857142857139
0.75,10,"(28, 28)",0.011991299528118345,1.7782794100389227e-07,exponential,4,montecarlo,local,0.7948979591836735,0.09837946618543142,0.6093537414965984,-10.887755102040813
0.75,10,"(28, 28)",0.011991299528118345,1.7782794100389227e-07,classic,4,montecarlo,local,0.8183673469387756,0.055137460271559795,0.6093537414965984,-11.107142857142861
0.75,10,"(28, 28)",0.011991299528118345,1.7782794100389227e-07,logarithmic,4,montecarlo,local,0.8142857142857144,0.06383466644178105,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-07,exponential,4,montecarlo,local,0.809438775510204,0.06489878144133188,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-07,classic,4,montecarlo,local,0.8165816326530612,0.0582219762757105,0.6093537414965984,-9.428571428571445
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-07,logarithmic,4,montecarlo,local,0.8181122448979592,0.05882909706421717,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,5.62341325190349e-07,exponential,4,montecarlo,local,0.825,0.06224907981937578,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,5.62341325190349e-07,classic,4,montecarlo,local,0.8135204081632652,0.056830528551359664,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,5.62341325190349e-07,logarithmic,4,montecarlo,local,0.8204081632653061,0.061555229109614994,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.011991299528118345,1e-06,exponential,4,montecarlo,local,0.8165816326530612,0.06913641830246532,0.6093537414965984,-12.071428571428584
0.75,10,"(28, 28)",0.011991299528118345,1e-06,classic,4,montecarlo,local,0.8188775510204082,0.05117324048212178,0.6093537414965984,-12.056122448979607
0.75,10,"(28, 28)",0.011991299528118345,1e-06,logarithmic,4,montecarlo,local,0.7875,0.07003050519339878,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-06,exponential,4,montecarlo,local,0.8043367346938775,0.05974019221956568,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-06,classic,4,montecarlo,local,0.7918367346938775,0.08179352770550137,0.6093537414965984,-12.576530612244909
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-06,logarithmic,4,montecarlo,local,0.8130102040816327,0.07259479792345792,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-06,exponential,4,montecarlo,local,0.8198979591836736,0.06440707689003876,0.6093537414965984,-12.015306122448976
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-06,classic,4,montecarlo,local,0.8178571428571428,0.06840541127385458,0.6093537414965984,-12.622448979591837
0.75,10,"(28, 28)",0.011991299528118345,3.162277660168379e-06,logarithmic,4,montecarlo,local,0.8158163265306122,0.06646179300316962,0.6093537414965984,-11.06632653061223
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-06,exponential,4,montecarlo,local,0.7938775510204081,0.07767679113941275,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-06,classic,4,montecarlo,local,0.8278061224489794,0.0627597683680742,0.6093537414965984,-11.091836734693885
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.8198979591836736,0.05848683715831288,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,1e-05,exponential,4,montecarlo,local,0.8227040816326531,0.07108380717609954,0.6093537414965984,-11.117346938775512
0.75,10,"(28, 28)",0.011991299528118345,1e-05,classic,4,montecarlo,local,0.8045918367346939,0.06884163840783825,0.6093537414965984,-12.040816326530631
0.75,10,"(28, 28)",0.011991299528118345,1e-05,logarithmic,4,montecarlo,local,0.8270408163265305,0.0651864336885079,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-05,exponential,4,montecarlo,local,0.8089285714285716,0.07195008233621594,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-05,classic,4,montecarlo,local,0.8079081632653061,0.07179253118786581,0.6093537414965984,-14.096938775510182
0.75,10,"(28, 28)",0.011991299528118345,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.8318877551020407,0.06642898288220171,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,3.1622776601683795e-05,exponential,4,montecarlo,local,0.823469387755102,0.07258359152912572,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.011991299528118345,3.1622776601683795e-05,classic,4,montecarlo,local,0.826530612244898,0.06657136913622391,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.8135204081632652,0.07062641785922005,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-05,exponential,4,montecarlo,local,0.7936224489795918,0.0663211340033744,0.6093537414965984,-11.066326530612258
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-05,classic,4,montecarlo,local,0.8242346938775512,0.058255498835072334,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.011991299528118345,5.623413251903491e-05,logarithmic,4,montecarlo,local,0.8125,0.06555923922984845,0.6093537414965984,-11.066326530612258
0.75,10,"(28, 28)",0.011991299528118345,0.0001,exponential,4,montecarlo,local,0.8227040816326531,0.06379846525658912,0.6093537414965984,-11.178571428571416
0.75,10,"(28, 28)",0.011991299528118345,0.0001,classic,4,montecarlo,local,0.8173469387755101,0.07567721464434675,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.0001,logarithmic,4,montecarlo,local,0.8142857142857143,0.07427632257294672,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.00017782794100389227,exponential,4,montecarlo,local,0.8140306122448979,0.07308973976085177,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.011991299528118345,0.00017782794100389227,classic,4,montecarlo,local,0.7979591836734694,0.06300349051237575,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.00017782794100389227,logarithmic,4,montecarlo,local,0.815561224489796,0.06738799382521159,0.6093537414965984,-12.000000000000028
0.75,10,"(28, 28)",0.011991299528118345,0.00031622776601683794,exponential,4,montecarlo,local,0.8380102040816327,0.059074164167905154,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.00031622776601683794,classic,4,montecarlo,local,0.8178571428571428,0.06749558425712565,0.6093537414965984,-11.857142857142861
0.75,10,"(28, 28)",0.011991299528118345,0.00031622776601683794,logarithmic,4,montecarlo,local,0.7961734693877551,0.07195008233621596,0.6093537414965984,-11.15306122448979
0.75,10,"(28, 28)",0.011991299528118345,0.0005623413251903491,exponential,4,montecarlo,local,0.8193877551020409,0.06911146975704063,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.0005623413251903491,classic,4,montecarlo,local,0.8084183673469388,0.06806445621553664,0.6093537414965984,-11.173469387755091
0.75,10,"(28, 28)",0.011991299528118345,0.0005623413251903491,logarithmic,4,montecarlo,local,0.8260204081632654,0.05682308486663612,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.001,exponential,4,montecarlo,local,0.815561224489796,0.06433479257131143,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.001,classic,4,montecarlo,local,0.8028061224489795,0.07627551020408163,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.001,logarithmic,4,montecarlo,local,0.8045918367346939,0.07184825684497717,0.6093537414965984,-11.173469387755091
0.75,10,"(28, 28)",0.011991299528118345,0.0017782794100389228,exponential,4,montecarlo,local,0.801530612244898,0.06611819714220972,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.0017782794100389228,classic,4,montecarlo,local,0.8071428571428573,0.062426549926908166,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.0017782794100389228,logarithmic,4,montecarlo,local,0.8170918367346939,0.06789788940820714,0.6093537414965984,-9.729591836734699
0.75,10,"(28, 28)",0.011991299528118345,0.0031622776601683794,exponential,4,montecarlo,local,0.8028061224489795,0.06631720892109164,0.6093537414965984,-11.41326530612244
0.75,10,"(28, 28)",0.011991299528118345,0.0031622776601683794,classic,4,montecarlo,local,0.8326530612244898,0.05919466822574214,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.0031622776601683794,logarithmic,4,montecarlo,local,0.8043367346938777,0.06815618089177682,0.6093537414965984,-11.959183673469397
0.75,10,"(28, 28)",0.011991299528118345,0.005623413251903491,exponential,4,montecarlo,local,0.7966836734693876,0.05471388702668955,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.005623413251903491,classic,4,montecarlo,local,0.8196428571428569,0.0615113390805729,0.6093537414965984,-11.984693877551024
0.75,10,"(28, 28)",0.011991299528118345,0.005623413251903491,logarithmic,4,montecarlo,local,0.8030612244897959,0.06945899704061058,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.01,exponential,4,montecarlo,local,0.8262755102040815,0.06233526812176029,0.6093537414965984,-10.918367346938766
0.75,10,"(28, 28)",0.011991299528118345,0.01,classic,4,montecarlo,local,0.8247448979591837,0.06147959183673468,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.01,logarithmic,4,montecarlo,local,0.8221938775510204,0.07034574651304891,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.01778279410038923,exponential,4,montecarlo,local,0.8142857142857143,0.06489627452568923,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.01778279410038923,classic,4,montecarlo,local,0.8204081632653061,0.0644070768900388,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.01778279410038923,logarithmic,4,montecarlo,local,0.813265306122449,0.06105205308728304,0.6093537414965984,-12.030612244897952
0.75,10,"(28, 28)",0.011991299528118345,0.03162277660168379,exponential,4,montecarlo,local,0.8135204081632654,0.07689073433822864,0.6093537414965984,-11.158163265306115
0.75,10,"(28, 28)",0.011991299528118345,0.03162277660168379,classic,4,montecarlo,local,0.8173469387755101,0.06383874416170224,0.6093537414965984,-11.979591836734699
0.75,10,"(28, 28)",0.011991299528118345,0.03162277660168379,logarithmic,4,montecarlo,local,0.809438775510204,0.07595917613418246,0.6093537414965984,-11.03061224489798
0.75,10,"(28, 28)",0.011991299528118345,0.05623413251903491,exponential,4,montecarlo,local,0.8441326530612245,0.05041025464553556,0.6093537414965984,-11.020408163265301
0.75,10,"(28, 28)",0.011991299528118345,0.05623413251903491,classic,4,montecarlo,local,0.811734693877551,0.06936524244635649,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.011991299528118345,0.05623413251903491,logarithmic,4,montecarlo,local,0.8176020408163265,0.0829630901256617,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.1,exponential,4,montecarlo,local,0.825,0.06644612451871704,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.011991299528118345,0.1,classic,4,montecarlo,local,0.813265306122449,0.06795297820537687,0.6093537414965984,-12.000000000000028
0.75,10,"(28, 28)",0.011991299528118345,0.1,logarithmic,4,montecarlo,local,0.8153061224489797,0.06384893732215004,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,1e-07,exponential,4,montecarlo,local,0.8043367346938775,0.07720830894143454,0.6093537414965984,-11.969387755102048
0.75,10,"(28, 28)",0.01709975946676697,1e-07,classic,4,montecarlo,local,0.8114795918367348,0.06930564244082711,0.6093537414965984,-11.224489795918373
0.75,10,"(28, 28)",0.01709975946676697,1e-07,logarithmic,4,montecarlo,local,0.7969387755102041,0.07473401397387983,0.6093537414965984,-14.117346938775484
0.75,10,"(28, 28)",0.01709975946676697,1.7782794100389227e-07,exponential,4,montecarlo,local,0.8168367346938774,0.06402807133750273,0.6093537414965984,-11.183673469387742
0.75,10,"(28, 28)",0.01709975946676697,1.7782794100389227e-07,classic,4,montecarlo,local,0.7982142857142857,0.0672081323109763,0.6093537414965984,-12.683673469387742
0.75,10,"(28, 28)",0.01709975946676697,1.7782794100389227e-07,logarithmic,4,montecarlo,local,0.8051020408163264,0.06271775892412615,0.6093537414965984,-11.178571428571416
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-07,exponential,4,montecarlo,local,0.8104591836734694,0.046215732152327486,0.6093537414965984,-12.045918367346957
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-07,classic,4,montecarlo,local,0.8056122448979591,0.05935495973644032,0.6093537414965984,-12.01020408163265
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-07,logarithmic,4,montecarlo,local,0.809438775510204,0.062902700989333,0.6093537414965984,-12.035714285714306
0.75,10,"(28, 28)",0.01709975946676697,5.62341325190349e-07,exponential,4,montecarlo,local,0.8122448979591838,0.05531892313644816,0.6093537414965984,-11.132653061224488
0.75,10,"(28, 28)",0.01709975946676697,5.62341325190349e-07,classic,4,montecarlo,local,0.7997448979591837,0.07583227302290281,0.6093537414965984,-12.015306122449005
0.75,10,"(28, 28)",0.01709975946676697,5.62341325190349e-07,logarithmic,4,montecarlo,local,0.7903061224489796,0.07588846240062469,0.6093537414965984,-12.030612244897952
0.75,10,"(28, 28)",0.01709975946676697,1e-06,exponential,4,montecarlo,local,0.8114795918367346,0.06349376541491246,0.6093537414965984,-11.224489795918373
0.75,10,"(28, 28)",0.01709975946676697,1e-06,classic,4,montecarlo,local,0.8056122448979594,0.04976517116978183,0.6093537414965984,-11.852040816326536
0.75,10,"(28, 28)",0.01709975946676697,1e-06,logarithmic,4,montecarlo,local,0.8053571428571429,0.06817527466612619,0.6093537414965984,-12.005102040816325
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-06,exponential,4,montecarlo,local,0.8066326530612244,0.05978102830558206,0.6093537414965984,-11.173469387755091
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-06,classic,4,montecarlo,local,0.8170918367346939,0.060594655765768037,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-06,logarithmic,4,montecarlo,local,0.7897959183673471,0.06972457267696534,0.6093537414965984,-11.811224489795933
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-06,exponential,4,montecarlo,local,0.7897959183673469,0.07675307801920872,0.6093537414965984,-11.341836734693885
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-06,classic,4,montecarlo,local,0.8022959183673469,0.08393787554656303,0.6093537414965984,-11.132653061224488
0.75,10,"(28, 28)",0.01709975946676697,3.162277660168379e-06,logarithmic,4,montecarlo,local,0.8012755102040817,0.07495356399477301,0.6093537414965984,-11.658163265306115
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-06,exponential,4,montecarlo,local,0.7933673469387755,0.06827971843835344,0.6093537414965984,-11.392857142857139
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-06,classic,4,montecarlo,local,0.8030612244897959,0.053787223291605915,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.813265306122449,0.06573321757968159,0.6093537414965984,-11.07653061224488
0.75,10,"(28, 28)",0.01709975946676697,1e-05,exponential,4,montecarlo,local,0.8017857142857142,0.06702972992544094,0.6093537414965984,-12.08673469387756
0.75,10,"(28, 28)",0.01709975946676697,1e-05,classic,4,montecarlo,local,0.8232142857142858,0.07119175392374356,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,1e-05,logarithmic,4,montecarlo,local,0.8099489795918368,0.06066120557427359,0.6093537414965984,-11.147959183673464
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-05,exponential,4,montecarlo,local,0.7920918367346939,0.06886101464381661,0.6093537414965984,-11.056122448979607
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-05,classic,4,montecarlo,local,0.8084183673469386,0.06137789030730521,0.6093537414965984,-12.025510204081655
0.75,10,"(28, 28)",0.01709975946676697,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.8086734693877551,0.07236989072039653,0.6093537414965984,-12.02040816326533
0.75,10,"(28, 28)",0.01709975946676697,3.1622776601683795e-05,exponential,4,montecarlo,local,0.7852040816326531,0.07490449284742336,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.01709975946676697,3.1622776601683795e-05,classic,4,montecarlo,local,0.8099489795918366,0.06319377539478392,0.6093537414965984,-11.18367346938777
0.75,10,"(28, 28)",0.01709975946676697,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.7859693877551022,0.07094818415918205,0.6093537414965984,-11.209183673469369
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-05,exponential,4,montecarlo,local,0.7971938775510203,0.06550958817817155,0.6093537414965984,-11.219387755102076
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-05,classic,4,montecarlo,local,0.8122448979591838,0.0651604721465579,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,5.623413251903491e-05,logarithmic,4,montecarlo,local,0.796938775510204,0.07204724779061594,0.6093537414965984,-11.117346938775512
0.75,10,"(28, 28)",0.01709975946676697,0.0001,exponential,4,montecarlo,local,0.7755102040816327,0.0914888535780702,0.6093537414965984,-11.16326530612244
0.75,10,"(28, 28)",0.01709975946676697,0.0001,classic,4,montecarlo,local,0.8089285714285713,0.06435906489106755,0.6093537414965984,-12.061224489795933
0.75,10,"(28, 28)",0.01709975946676697,0.0001,logarithmic,4,montecarlo,local,0.8079081632653061,0.0788595466158757,0.6093537414965984,-12.076530612244909
0.75,10,"(28, 28)",0.01709975946676697,0.00017782794100389227,exponential,4,montecarlo,local,0.8081632653061224,0.05881526787416998,0.6093537414965984,-12.015306122448976
0.75,10,"(28, 28)",0.01709975946676697,0.00017782794100389227,classic,4,montecarlo,local,0.8109693877551021,0.06704332070618184,0.6093537414965984,-12.035714285714306
