q,n_patterns,dim,temperature,alpha,schedule,R,update_method,learning_rule,avg_overlap,std_overlap,interference,energy_diff,model
0.75,10,"(10, 10)",0.1,0.01,exponential,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669130>
0.75,10,"(10, 10)",0.1,0.01,classic,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d6690a0>
0.75,10,"(10, 10)",0.1,0.01,montecarlo,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d6691c0>
0.75,10,"(10, 10)",0.1,0.001,exponential,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669010>
0.75,10,"(10, 10)",0.1,0.001,classic,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d668e60>
0.75,10,"(10, 10)",0.1,0.001,montecarlo,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669640>
0.75,10,"(10, 10)",0.1,0.0001,exponential,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669370>
0.75,10,"(10, 10)",0.1,0.0001,classic,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d6692e0>
0.75,10,"(10, 10)",0.1,0.0001,montecarlo,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669490>
0.75,10,"(10, 10)",0.1,1e-05,exponential,,synchronous,turkey,1.0,0.0,0.07733333333333335,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669250>
0.75,10,"(10, 10)",0.1,1e-05,classic,,synchronous,turkey,0.9719999999999999,0.084,0.08311111111111115,0.0,<HopfieldModel.HopfieldModelnD object at 0x7fb29d669400>
