q,n_patterns,dim,temperature,alpha,schedule,R,update_method,learning_rule,avg_overlap,std_overlap,interference,energy_diff
0.75,10,"(10, 10)",0.0014260138716967108,0.0005623413251903491,exponential,,montecarlo,turkey,0.7130102040816326,0.12946648485113224,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0005623413251903491,classic,,montecarlo,turkey,0.7127551020408164,0.12911389449217736,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0005623413251903491,logarithmic,,montecarlo,turkey,0.7125,0.12927936174654614,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.001,exponential,,montecarlo,turkey,0.7130102040816326,0.12918972847466215,0.6093537414965984,-23.881582057845435
0.75,10,"(10, 10)",0.0014260138716967108,0.001,classic,,montecarlo,turkey,0.7130102040816326,0.12946648485113224,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.001,logarithmic,,montecarlo,turkey,0.7130102040816327,0.12770526388194425,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0017782794100389228,exponential,,montecarlo,turkey,0.7127551020408164,0.12911389449217736,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0017782794100389228,classic,,montecarlo,turkey,0.7127551020408164,0.12911389449217736,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0017782794100389228,logarithmic,,montecarlo,turkey,0.7130102040816327,0.12770526388194425,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0031622776601683794,exponential,,montecarlo,turkey,0.7125,0.12941520382573993,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0031622776601683794,classic,,montecarlo,turkey,0.7127551020408164,0.12911389449217736,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.0031622776601683794,logarithmic,,montecarlo,turkey,0.7096938775510204,0.12798294216827286,0.6093537414965984,-24.065169519645508
0.75,10,"(10, 10)",0.0014260138716967108,0.005623413251903491,exponential,,montecarlo,turkey,0.7096938775510204,0.12798294216827286,0.6093537414965984,-24.065169519645508
0.75,10,"(10, 10)",0.0014260138716967108,0.005623413251903491,classic,,montecarlo,turkey,0.7130102040816327,0.12770526388194425,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.005623413251903491,logarithmic,,montecarlo,turkey,0.7096938775510204,0.12798294216827286,0.6093537414965984,-24.065169519645508
0.75,10,"(10, 10)",0.0014260138716967108,0.01,exponential,,montecarlo,turkey,0.7125,0.12836500476433058,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.01,classic,,montecarlo,turkey,0.7119897959183674,0.12703185158108293,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.01,logarithmic,,montecarlo,turkey,0.7125,0.12941520382573993,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.01778279410038923,exponential,,montecarlo,turkey,0.7096938775510204,0.12798294216827286,0.6093537414965984,-24.065169519645508
0.75,10,"(10, 10)",0.0014260138716967108,0.01778279410038923,classic,,montecarlo,turkey,0.7135204081632652,0.12910305742984662,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.01778279410038923,logarithmic,,montecarlo,turkey,0.7135204081632652,0.12910305742984662,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.03162277660168379,exponential,,montecarlo,turkey,0.7125,0.12941520382573993,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.03162277660168379,classic,,montecarlo,turkey,0.7125,0.12911817866128686,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.03162277660168379,logarithmic,,montecarlo,turkey,0.7135204081632652,0.12910305742984662,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.05623413251903491,exponential,,montecarlo,turkey,0.7125,0.12873456001765976,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.05623413251903491,classic,,montecarlo,turkey,0.7119897959183674,0.12703185158108293,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.05623413251903491,logarithmic,,montecarlo,turkey,0.7125000000000001,0.12823312513351498,0.6093537414965984,-23.399885861088052
0.75,10,"(10, 10)",0.0014260138716967108,0.1,exponential,,montecarlo,turkey,0.7135204081632652,0.12892651202089592,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.0014260138716967108,0.1,classic,,montecarlo,turkey,0.7125000000000001,0.12823312513351498,0.6093537414965984,-23.399885861088052
0.75,10,"(10, 10)",0.0014260138716967108,0.1,logarithmic,,montecarlo,turkey,0.7058673469387755,0.12510434004279264,0.6093537414965984,-23.399885861088052
0.75,10,"(10, 10)",0.002033515562271441,1e-07,exponential,,montecarlo,turkey,0.7125000000000001,0.12823312513351498,0.6093537414965984,-23.399885861088052
0.75,10,"(10, 10)",0.002033515562271441,1e-07,classic,,montecarlo,turkey,0.7117346938775511,0.12682959245656697,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1e-07,logarithmic,,montecarlo,turkey,0.7122448979591837,0.12856636692336526,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1.7782794100389227e-07,exponential,,montecarlo,turkey,0.7125,0.12873456001765976,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1.7782794100389227e-07,classic,,montecarlo,turkey,0.7122448979591837,0.1290866740969199,0.6093537414965984,-23.680725753522353
0.75,10,"(10, 10)",0.002033515562271441,1.7782794100389227e-07,logarithmic,,montecarlo,turkey,0.7125,0.1290576831053197,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,3.162277660168379e-07,exponential,,montecarlo,turkey,0.7122448979591838,0.1295697393983774,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,3.162277660168379e-07,classic,,montecarlo,turkey,0.7119897959183673,0.12824530431936557,0.6093537414965984,-23.399885861088052
0.75,10,"(10, 10)",0.002033515562271441,3.162277660168379e-07,logarithmic,,montecarlo,turkey,0.7125,0.1296764246674607,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,5.62341325190349e-07,exponential,,montecarlo,turkey,0.7122448979591837,0.1292126462658309,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,5.62341325190349e-07,classic,,montecarlo,turkey,0.7122448979591837,0.1290866740969199,0.6093537414965984,-23.680725753522353
0.75,10,"(10, 10)",0.002033515562271441,5.62341325190349e-07,logarithmic,,montecarlo,turkey,0.7112244897959183,0.1279371705831668,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1e-06,exponential,,montecarlo,turkey,0.7130102040816326,0.129436322002601,0.6093537414965984,-23.67349570856092
0.75,10,"(10, 10)",0.002033515562271441,1e-06,classic,,montecarlo,turkey,0.7130102040816326,0.12853320819991398,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1e-06,logarithmic,,montecarlo,turkey,0.7066326530612245,0.12422709820471212,0.6093537414965984,-23.551274919899157
0.75,10,"(10, 10)",0.002033515562271441,1.778279410038923e-06,exponential,,montecarlo,turkey,0.7119897959183674,0.12901431050740764,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1.778279410038923e-06,classic,,montecarlo,turkey,0.7125,0.1288861248299352,0.6093537414965984,-24.49190113940469
0.75,10,"(10, 10)",0.002033515562271441,1.778279410038923e-06,logarithmic,,montecarlo,turkey,0.7130102040816326,0.129436322002601,0.6093537414965984,-23.67349570856092
0.75,10,"(10, 10)",0.002033515562271441,3.162277660168379e-06,exponential,,montecarlo,turkey,0.7125,0.12898706909674743,0.6093537414965984,-24.49190113940469
